"Timestamp","What is your country of origin?","In which country do you currently reside ?","How old are you ?","Sex","What is your blood group ?","Are you in a relationship ?","What is the blood group of your partner ?","I like helping people.","I enjoy being part of a group.","I choose my words with care.","I take charge.","I get nervous talking to people I don't know. ","I like order.","I get upset easily.","I am modest about what I have achieved.","I seek adventure.","I enjoy being the center of attention. ","I prefer variety to routine.","I feel others' emotions.","I find it hard to trust people. ","I avoid arguing even when I disagree. ","I avoid being alone.","I am more of a detailed-oriented than a big picture person. ","I tend to focus on present realities rather than future possibilities. ","I would rather go with the flow than have a set schedule.","I often talk about my own feelings and emotions. ","After an exhausting week a fun party is just what I need.","I rarely feel insecure. "
"2020/01/24 2:49:36 PM PST","Côte divoire","France ","26","Female","B+","No","N/A","Strongly Agree","Agree","Agree","Neutral","Strongly agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Agree","Agree","Strongly agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree"
"2020/01/24 2:59:04 PM PST","Côte d'Ivoire","France","25","Female","B+","No","N/A","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Strongly disagree","Agree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Disagree"
"2020/01/24 2:59:16 PM PST","Afrique ","Afrique ","30 ","Female","AB+","Yes","O+","Agree","Agree","Agree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Disagree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Disagree"
"2020/01/24 3:16:06 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 4:06:04 PM PST","India","US","29","Female","B+","Yes","B+","Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","Neutral","Strongly Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Disagree"
"2020/01/24 4:09:25 PM PST","India ","Canada ","34","Female","B+","Yes","B+","Agree","Agree","Neutral","Agree","Strongly disagree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Neutral","Agree","Agree","Neutral"
"2020/01/24 4:35:02 PM PST","Philippines ","Canada","54","Male","A+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly agree","Agree","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","Agree"
"2020/01/24 4:41:09 PM PST","Nigeria","Cote d'Ivoire","28","Male","B+","Yes","I don't know","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Neutral"
"2020/01/24 4:47:45 PM PST","cote d ivoire","USA","27","Male","O+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Strongly agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Neutral"
"2020/01/24 5:05:46 PM PST","Iran","Canada","36","Male","A+","Yes","B+","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly disagree","Agree","Disagree","Strongly disagree","Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Agree","Strongly disagree","Agree"
"2020/01/24 5:17:52 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:18:02 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:32:40 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:32:56 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:35:17 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:39:30 PM PST","Ivory Coast ","Usa","27","Male","O+","Yes","O-","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly agree","Agree","Neutral","Neutral","Neutral","Strongly agree","Agree","Strongly agree","Neutral","Agree","Agree","Strongly agree"
"2020/01/24 5:44:23 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 5:46:56 PM PST","Ivory coast","USA","25","Female","A+","Yes","I don't know","Strongly Agree","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Strongly agree","Strongly Agree","Strongly disagree","Neutral","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Strongly agree","Neutral","Disagree","Neutral","Agree"
"2020/01/24 5:48:43 PM PST","Philippines","Canada","50","Female","B+","Yes","B+","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Neutral","Neutral","Disagree","Strongly disagree"
"2020/01/24 5:48:44 PM PST","Ivory coast","United states","26","Female","A+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Agree","Agree","Neutral","Strongly disagree","Agree","Agree","Neutral","Neutral","Agree","Strongly agree","Neutral","Strongly disagree"
"2020/01/24 5:51:10 PM PST","India","India","30","Female","O+","Yes","A+","Neutral","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Strongly agree","Neutral"
"2020/01/24 6:03:25 PM PST","Ivory Coast","United States of America","27","Female","A+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Strongly agree","Disagree","Agree"
"2020/01/24 6:06:56 PM PST","Côte d’Ivoire ","USA","29","Male","AB+","Yes","A+","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral"
"2020/01/24 6:07:11 PM PST","Japan ","USA ","18","Female","O-","Yes","I don't know","Strongly Agree","Disagree","Agree","Neutral","Neutral","Agree","Strongly disagree","Strongly agree","Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree"
"2020/01/24 6:08:35 PM PST","Ivory coast","United states","34","Male","B+","Yes","O+","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Neutral","Strongly disagree","Strongly agree"
"2020/01/24 6:09:34 PM PST","Togo","United States","25","Male","B+","No","I don't know","Strongly Agree","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Neutral","Neutral","Agree","Strongly agree","Agree","Disagree","Disagree","Neutral","Strongly disagree","Neutral","Neutral","Disagree","Agree"
"2020/01/24 6:25:43 PM PST","Ivory coast","Canada","26","Female","O-","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Agree","Disagree","Strongly agree"
"2020/01/24 6:25:47 PM PST","Côte d’Ivoire ","Canada ","28","Female","B+","Yes","B+","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Strongly agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Neutral"
"2020/01/24 6:29:21 PM PST","Côté d’Ivoire ","United States","28","Male","O+","Yes","AB+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly agree","Agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree"
"2020/01/24 6:43:09 PM PST","Ivory Coast","US","28","Female","AB+","Yes","I don't know","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Neutral","Neutral","Disagree"
"2020/01/24 6:43:32 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 6:47:19 PM PST","Ivory Coast ","United state","23","Female","B+","Yes","A-","Agree","Agree","Neutral","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Neutral","Agree","Agree","Neutral","Disagree","Strongly disagree","Agree","Agree","Disagree","Neutral","Neutral","Agree"
"2020/01/24 6:53:45 PM PST","Dr Congo ","Usa","20","Female","O+","Yes","I don't know","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Disagree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","Agree"
"2020/01/24 6:56:19 PM PST","IVORY COAST","USA","40","Male","A+","Yes","O+","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Disagree","Disagree","Disagree","Agree"
"2020/01/24 7:01:38 PM PST","Côte d’Ivoire ","Canada ","16","Female","O+","No","O+","Disagree","Strongly disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Strongly agree"
"2020/01/24 7:07:48 PM PST","Ivory coast","Canada","16","Female","O+","No","I don't know","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Agree","Neutral","Strongly agree","Neutral","Disagree"
"2020/01/24 7:22:18 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 7:22:33 PM PST","Switzerland ","USA ","23","Female","O-","Yes","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Neutral","Neutral","Strongly disagree","Strongly agree","Neutral","Neutral"
"2020/01/24 7:30:05 PM PST","Cote d’Ivoire","United States","27","Male","A+","Yes","I don't know","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly disagree","Strongly Agree","Agree","Strongly agree","Neutral","Neutral","Disagree","Strongly agree","Neutral","Strongly disagree","Disagree","Strongly agree","Agree","Disagree","Strongly agree","Disagree","Disagree"
"2020/01/24 7:36:21 PM PST","Congo ","USA","30","Male","O-","No","N/A","Strongly disagree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Disagree","Strongly disagree","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Disagree","Disagree","Disagree"
"2020/01/24 7:48:22 PM PST","Ivory coast","Canada","27","Female","O+","Yes","AB+","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Disagree","Agree","Neutral","Agree","Neutral","Disagree","Agree","Disagree","Agree","Agree","Agree","Neutral"
"2020/01/24 7:49:46 PM PST","Côte D'Ivoire ","United States Of America ","22","Female","AB+","No","I don't know","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Disagree","Neutral","Neutral","Neutral"
"2020/01/24 8:12:13 PM PST","Niger","Canada","26","Female","AB+","No","I don't know","Agree","Neutral","Agree","Agree","Disagree","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Agree","Disagree","Agree","Strongly disagree","Neutral","Agree","Neutral","Neutral","Disagree","Agree"
"2020/01/24 8:15:46 PM PST","Ivory Coast ","United States","26","Female","A+","Yes","I don't know","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Neutral","Strongly agree","Neutral","Neutral","Disagree","Agree","Disagree","Strongly disagree","Neutral","Neutral","Disagree"
"2020/01/24 8:16:16 PM PST","Ivory Coast ","United States","26","Female","A+","Yes","I don't know","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Neutral","Strongly agree","Neutral","Neutral","Disagree","Agree","Disagree","Strongly disagree","Neutral","Neutral","Disagree"
"2020/01/24 8:26:23 PM PST","India","India","33","Female","AB+","No","I don't know","Agree","Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Strongly agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree"
"2020/01/24 8:32:20 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 8:32:27 PM PST","Ivory coast ","Canada","29","Male","B+","Yes","I don't know","Strongly Agree","Agree","Agree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Neutral","Disagree"
"2020/01/24 8:35:23 PM PST","Ivory Coast","Spain","25","Female","O+","Yes","O+","Neutral","Strongly disagree","Neutral","Agree","Agree","Agree","Agree","Strongly agree","Strongly disagree","Neutral","Strongly disagree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"2020/01/24 8:46:56 PM PST","Cote d Ivoire","USA","30","Female","A-","Yes","O+","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly disagree","Disagree","Agree","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Disagree","Agree","Disagree","Neutral","Agree","Neutral"
"2020/01/24 8:47:30 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 8:47:45 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 8:50:18 PM PST","Ivory Coast ","USA ","21","Male","B-","Yes","I don't know","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Neutral","Agree","Disagree","Neutral"
"2020/01/24 8:55:53 PM PST","India","US","22","Male","O+","No","N/A","Agree","Agree","Strongly Agree","Neutral","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Neutral","Agree","Strongly agree","Strongly agree","Neutral","Strongly agree","Agree"
"2020/01/24 8:56:24 PM PST","India","United States of America","26","Male","B+","No","I don't know","Strongly Agree","Strongly Agree","Agree","Disagree","Neutral","Disagree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Strongly agree","Agree","Agree","Neutral","Agree","Neutral","Neutral"
"2020/01/24 8:58:08 PM PST","Brazil","Canada ","31","Female","O+","Yes","A+","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Agree","Neutral","Strongly agree","Disagree","Agree","Disagree","Disagree","Neutral","Disagree","Neutral"
"2020/01/24 8:58:34 PM PST","India","USA","25","Male","B+","No","N/A","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Strongly agree","Disagree","Agree","Neutral","Agree","Agree","Disagree","Strongly disagree","Disagree","Disagree"
"2020/01/24 8:59:11 PM PST","Côte d'Ivoire ","Côte d'Ivoire","26","Male","A+","Yes","A+","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Strongly agree","Neutral","Neutral","Disagree","Neutral","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree"
"2020/01/24 9:02:10 PM PST","Cote d'Ivoire","United States of America ","19","Female","O+","Yes","I don't know","Strongly Agree","Neutral","Neutral","Strongly Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","Neutral","Agree","Disagree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Strongly agree"
"2020/01/24 9:04:33 PM PST","India","Usa","23","Male","O+","No","I don't know","Strongly disagree","Strongly disagree","Strongly Agree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Agree","Disagree"
"2020/01/24 9:10:22 PM PST","India","USA","23","Male","B+","No","N/A","Strongly Agree","Strongly Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree"
"2020/01/24 9:10:28 PM PST","India","USA","23","Male","B+","No","N/A","Strongly Agree","Strongly Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree"
"2020/01/24 9:11:36 PM PST","India","United states","26","Female","AB+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Strongly agree","Disagree"
"2020/01/24 9:19:00 PM PST","Senegal ","🇺🇸 ","22","Female","A+","Yes","O+","Neutral","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree"
"2020/01/24 9:30:24 PM PST","India","United States","26","Female","A+","No","N/A","Agree","Agree","Strongly Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Neutral","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Disagree","Disagree","Neutral"
"2020/01/24 9:32:24 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 9:37:11 PM PST","Côte d'Ivoire ","Cote d'Ivoire ","23","Female","O+","Yes","O+","Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Agree","Disagree","Neutral","Agree","Neutral","Disagree","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Agree","Agree"
"2020/01/24 9:40:10 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 9:42:36 PM PST","Cameroun ","Cameroon","28","Female","O+","No","I don't know","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly agree","Agree","Disagree","Strongly agree","Agree","Disagree","Agree","Neutral","Agree","Disagree","Disagree","Disagree","Strongly disagree","Agree"
"2020/01/24 9:42:46 PM PST","Haiti","Canada","30","Male","B+","Yes","O-","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Neutral","Disagree","Strongly agree","Agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Neutral","Disagree","Neutral","Strongly disagree","Disagree","Agree","Neutral"
"2020/01/24 9:43:04 PM PST","Ivory Coast ","USA","28","Male","B+","Yes","B+","Strongly Agree","Agree","Agree","Strongly Agree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Agree","Neutral","Strongly agree","Agree","Disagree","Neutral","Agree","Agree","Agree","Strongly agree"
"2020/01/24 9:56:00 PM PST","Côte d’Ivoire","Côte d’Ivoire","27","Female","O-","Yes","O-","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly agree","Strongly Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Neutral"
"2020/01/24 9:56:25 PM PST","India","America","20","Male","B+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral"
"2020/01/24 9:58:35 PM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/24 9:59:54 PM PST","Usa","Usa","26","Female","B+","No","AB+","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neutral","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral"
"2020/01/24 10:14:19 PM PST","India","Unites states","21","Male","O+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","Neutral","Strongly disagree","Neutral","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Agree","Neutral","Strongly agree","Strongly disagree","Strongly agree","Neutral","Strongly agree"
"2020/01/24 10:21:59 PM PST","Ivory Coast","US","33","Female","O+","No","N/A","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly disagree","Agree","Disagree","Neutral","Strongly Agree","Strongly disagree","Strongly agree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly disagree","Disagree","Neutral","Agree","Disagree","Agree"
"2020/01/24 10:23:19 PM PST","Côte d'Ivoire ","Côte d'Ivoire ","25","Female","O+","No","N/A","Strongly Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Strongly agree","Neutral","Neutral","Disagree","Strongly agree","Agree","Neutral","Agree","Disagree","Strongly disagree"
"2020/01/24 10:24:31 PM PST","Nigeria","Azerbaijan","28","Female","O+","Yes","O+","Agree","Strongly Agree","Strongly Agree","Agree","Strongly disagree","Neutral","Strongly Agree","Neutral","Strongly Agree","Disagree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Neutral","Strongly disagree","Agree","Neutral","Disagree","Strongly agree"
"2020/01/24 10:59:20 PM PST","Côte d’Ivoire ","France","23","Male","O+","Yes","O+","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly disagree","Agree","Disagree","Agree","Neutral","Neutral","Agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Neutral","Neutral","Agree"
"2020/01/24 11:06:42 PM PST","Côte d'Ivoire ","Côte d'Ivoire ","29","Male","A+","Yes","O-","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Agree","Disagree","Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Neutral"
"2020/01/24 11:25:35 PM PST","Ivory Coast","Ivory Coast","27","Female","O+","No","N/A","Strongly Agree","Agree","Agree","Strongly Agree","Strongly disagree","Neutral","Strongly disagree","Disagree","Neutral","Neutral","Strongly agree","Agree","Strongly disagree","Strongly disagree","Neutral","Strongly agree","Neutral","Disagree","Agree","Neutral","Strongly agree"
"2020/01/24 11:56:43 PM PST","Cote d’Ivoire ","Cote d'ivoire ","31","Female","B+","Yes","I don't know","Agree","Agree","Agree","Agree","Disagree","Neutral","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Neutral","Disagree","Disagree"
"2020/01/25 12:15:10 AM PST","Cote d’Ivoire","Cote d’Ivoire","26","Female","A+","Yes","I don't know","Agree","Disagree","Strongly Agree","Strongly disagree","Agree","Agree","Agree","Disagree","Strongly Agree","Disagree","Neutral","Agree","Agree","Disagree","Strongly disagree","Strongly agree","Agree","Disagree","Disagree","Strongly disagree","Disagree"
"2020/01/25 12:18:18 AM PST","Côte d’ivoire","Côte d’Ivoire ","26 ans ","Female","O+","Yes","O-","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Strongly disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Neutral","Disagree","Agree","Neutral"
"2020/01/25 12:30:46 AM PST","Côte d'Ivoire","Côte d'Ivoire","29 ans","Female","O+","Yes","O+","Agree","Strongly Agree","Neutral","Agree","Disagree","Agree","Disagree","Disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Agree","Agree","Neutral","Agree"
"2020/01/25 12:59:08 AM PST","Ivory coast ","Ivory coast ","28","Male","O+","Yes","O-","Agree","Agree","Neutral","Agree","Neutral","Neutral","Disagree","Agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Disagree"
"2020/01/25 1:20:09 AM PST","Cote d'Ivoire ","Cote d'Ivoire ","23","Male","B-","No","N/A","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral"
"2020/01/25 1:21:04 AM PST","Nigeria ","Monaco ","28","Male","A+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Agree","Strongly disagree","Strongly Agree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Disagree","Strongly disagree","Agree","Strongly agree","Strongly disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"2020/01/25 1:25:31 AM PST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020/01/25 1:29:19 AM PST","Côte d’Ivoire ","USA","25","Male","A+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Strongly agree","Disagree","Disagree","Agree","Neutral","Agree","Disagree"
"2020/01/25 1:36:09 AM PST","Kenya","Kenya","29","Male","B+","No","N/A","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly disagree","Neutral","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly disagree","Disagree","Strongly agree","Agree","Strongly disagree","Agree"
"2020/01/25 2:35:53 AM PST","Nigeria","Nigeria ","26","Male","A+","No","N/A","Strongly Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Agree","Strongly Agree","Disagree","Neutral","Strongly agree","Agree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Neutral","Disagree","Strongly disagree"
"2020/01/25 3:16:00 AM PST","Ivory Coast","France","25","Female","O+","No","N/A","Agree","Agree","Strongly Agree","Neutral","Strongly agree","Disagree","Agree","Neutral","Neutral","Strongly disagree","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Neutral","Agree","Disagree","Strongly disagree","Disagree","Strongly agree"
"2020/01/25 3:24:54 AM PST","Nigeria ","Canada ","31","Female","AB+","Yes","O+","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","Agree","Neutral","Neutral"
"2020/01/25 3:43:55 AM PST","Côte d'Ivoire ","Côte d'Ivoire ","31","Female","A+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly disagree","Agree","Neutral","Strongly disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly agree"
